id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
auth-14,Auth,Self-service GDPR erase,"As an analyst, I want to delete my own data so that I can exercise the right to be forgotten.","DELETE /api/auth/profile erases the caller's own profile PII (name+email) and private Deep Research jobs, anonymizes their attribution on shared runs/uploaded documents (firm work product kept, de-linked), clears the cookie, and returns {erased: row-counts}; only ever touches the caller's own data, so needs no admin role.",self-service erase,caos/server/routes/auth.py:182,DELETE /api/auth/profile,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,"test_gdpr_erase.py::test_erase_deletes_private_anonymizes_shared_spares_others — DELETE /api/auth/profile erases own PII+research, anonymizes shared, spares others.","only ever touches the caller's own data, so needs no admin role; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: self-service erase → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-15,Auth,Operator GDPR erase CLI,"As an operator, I want to erase a departed analyst by email so that someone who can no longer sign in is still GDPR-erasable.","`python -m erase_analyst <email>` runs the same erasure operator-initiated (resolves email→analyst id, falls back to the email itself for proxy-stamped rows), prints the row counts touched, exit 0; no/blank/extra args → usage to stderr, exit 2; runs inside the container (shell access already privileged) so it needs no auth of its own.",operator runs the module,caos/server/erase_analyst.py:36,none (CLI),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,test_gdpr_erase.py::test_erase_by_email_resolves_id_then_erases — operator CLI resolves email→id and runs the same erasure.,runs inside the container (shell access already privileged) so it needs no auth of its own,"happy: operator runs the module → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
settings-01,Settings,Research Defaults (Browser-Local),"As an analyst, I want to set research defaults once so that I don't repeat them each run.","Panel ""Research defaults · saved in this browser"": AI mode, Scope, Audience, Decision, Timeframe, Criteria; Save → localStorage caos.research.prefs; Reset restores defaults; ""Saved"" toast 2s; no server round-trip.",settings load / change / save,caos/frontend/src/app/settings/page.tsx:105,none (client-only),Pass,Pass — research-defaults panel + read-only workspace config + NO MODEL KEY badge; 0 console errors,,,no server round-trip; corrupt/absent localStorage → silent defaults,"happy: settings load / change / save → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
settings-02,Settings,Research Brief Form Seeding,"As an analyst, I want the Research page seeded with my defaults so that I start faster.",Research page loadPrefs() on mount pre-fills ai_mode/scope/audience/decision/timeframe/criteria; blanks fall back to server defaults.,research page load,caos/frontend/src/lib/research-prefs.ts:40,none (client-only),Pass,Pass — research-defaults panel + read-only workspace config + NO MODEL KEY badge; 0 console errors,,,steady-state only (static render),"happy: research page load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
settings-03,Settings,Workspace Configuration (Read-Only),"As an analyst, I want the workspace config so that I understand models/governance/retrieval enabled.","Panel ""set via environment, restart to change"" shows 6 groups (Models, Governance & QA, Engine cost, Deep Research, Retrieval, Workspace) with label/value/hint; secrets never shown; llm_configured=false → ""NO MODEL KEY · demo mode"" badge; loading/error states.",settings load,caos/frontend/src/app/settings/page.tsx:121,GET /api/settings,Pass,Pass — research-defaults panel + read-only workspace config + NO MODEL KEY badge; 0 console errors,,,"llm_configured=false → ""NO MODEL KEY · demo mode"" badge; loading/error states; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: settings load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
settings-04,Settings,Settings Header Status,"As an analyst, I want model+environment in the header so that I don't scroll.","Sub-header ""{environment} · model {model}"" right-aligned tabular; only after config loads.",settings load,caos/frontend/src/app/settings/page.tsx:148,GET /api/settings,Pass,Pass — research-defaults panel + read-only workspace config + NO MODEL KEY badge; 0 console errors,,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: settings load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
settings-05,Settings,Settings Page Structure,"As an analyst, I want Settings to match other pages so that it feels consistent.","RequireAuth → h-screen bg-caos-bg → PageSubHeader (ConceptNav, ""Settings"", status) → scrollable max-w-3xl content; same nav/back/badge as other pages.",settings load,caos/frontend/src/app/settings/page.tsx:22,GET /api/auth/me; GET /api/settings,Pass,Pass — research-defaults panel + read-only workspace config + NO MODEL KEY badge; 0 console errors,,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: settings load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
issuer-01,Issuer,Directory — Load & Display Register,"As a buy-side analyst, I want a coverage-universe register so I can find any issuer fast.",Dense tabular register (Ticker/Issuer/Sector/Sub-sector/Country/FIGI + Upload) loads from GET /api/issuers; header shows count + 'US HY sleeve'; row click hint shown.,Route load /issuers,caos/frontend/src/app/issuers/page.tsx,GET /api/issuers,Pass,"Pass — walked :8010 (current build), 0 console errors; 58 rows, UUID hrefs, count header",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET api/issuers: limit(min=1,max=2000); offset(min=0)","happy: Route load /issuers → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
issuer-02,Issuer,Directory — Debounced Server-Side Search,"As an analyst, I want to search issuers without a request per keystroke.",Typing in search filters via GET /api/issuers?q= debounced 200ms; header switches to 'N match(es) for “q”'; ✕ clears; covers name/ticker/sector/sub-sector/country/FIGI.,Type in directory search box,caos/frontend/src/app/issuers/page.tsx,GET /api/issuers?q=,Pass,"Pass — '3 matches for atlas', debounced GET /api/issuers?q= 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET api/issuers: limit(min=1,max=2000); offset(min=0)","happy: Type in directory search box → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
issuer-03,Issuer,Directory — Per-Column Filters,"As an analyst, I want to filter the register by column values.",FilterHeader on each column opens a value picker; selecting values narrows rows client-side (useColumnFilters); multiple columns AND together; clearing restores.,Click a column filter header,caos/frontend/src/app/issuers/page.tsx; caos/frontend/src/components/shared/TableColumnFilter.tsx,none (client-only),Pass,Pass — FilterHeader present; unit-tested (TableColumnFilter vitest),,,steady-state only (static render),"happy: Click a column filter header → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
